text,intent,severity
@sainsburys can u thank the staff@ Yarm 4 some gr8 customer service after some really terrible service from  @115931 &amp; @122232 clic&amp;collect,feedback,1
I love @Delta 🖤 thank goodness for miles lol,feedback,1
@JetBlue gracias.feliz dia,feedback,1
"@680376 Hi Steve, please get in touch at your earliest convenience upon your return and we'll be in touch to discuss your experience. ^L",feedback,1
"@430388 This service is showing to run, however may be subject to delay. ^BT",technical_issue,1
@SpotifyCares Doesn’t work - Did the same as before and go back into the app and it thinks it is still playing music but it has been stopped by the video,other,1
"@182629 Nice picture, Tyler. Thanks for sharing. *AMV",feedback,1
"@MicrosoftHelps Sorry to bug, but it's saying I won't be able to keep using it after tom. 10/13/2017.  I just finished a ms, and working on 2nd. Thanks! :)",technical_issue,1
@116136 @comcastcares Are there currently services issues? No internet or tv for an hour now!,feedback,1
"@379483 Thanks for the feedback, we'll take your sentiments into consideration.^TT",feedback,1
@165105 We're happy to meet up in DM and discuss this issue further. Use this link and provide us your iPhone model and iOS version. https://t.co/GDrqU22YpT,other,1
@128728 Hi Romain! We've already replied to your DM. Check your Messages to find our response /RP,other,1
@Morrisons Hi it was Chester the car was a Citroen c1 filled only half the space 🙄. I’ve got the reg if you want it.,feedback,1
"@117164 how do I get in touch with the Pattaya beach branch? I want to New Year's Eve but nobody answers email or knows what I'm asking for on the phone. It has a rooftop bar, can I buy tickets? Probably too late now...",feedback,1
"As @127908 and @136248 merge diere you guys 4 provide we plus better services oooh 
#yabomu",feedback,1
"@429921 Please call 800-528-2122, 24/7 for assistance. All the best. ^Clarissa",feedback,1
@AmazonHelp Any update? I have already sent you a mail.,feedback,1
@155849 Hey Sharon! We've received your DM &amp; will be responding shortly. Thanks ^JL,feedback,1
"@756945 Hi, Jedd. Visit this page: https://t.co/QRLZIgZDSB for more information regarding how Uber fares are calculated. Should you have any additional questions or concerns, please reach out via in-app Help.",feedback,1
Amazonプライム会員だったような気がするのでテレビでAmazonビデオ見る方法調べてる,feedback,1
"@115940 @hulu_support 
Your live TV sucks. Can’t watch the football game cause it keeps freezing, and don’t blame my internet, I checked",feedback,1
@375172 Sorry for the delay in delivery of your order. (1/2) ^HD,shipping_issue,1
"@AmazonHelp Not really worth it, they can’t obviously think that it was a great idea.  As large as they are, just to save on shipping costs as opposed to losing prime members.  I think I’m just going to cancel my prime and subscribe and save until @115821 gets their s together.",feedback,1
"@310176 Happy to assist, further. Go ahead and DM us your account email so we can help. Thank you!",other,1
@Delta No it's not a problem!,feedback,1
"@506764 Bonjour, quel est le problème?
^YL",feedback,1
"@383264 Thanks for reaching out, Please DM us so we can get this resolved for you.",feedback,1
@British_Airways I am unable to submit Advanced Passenger Information for my flight. Error appears when I attempt: 'We have found some problems with the details you have provided [...] There was a problem with the data you entered. Please check the data and resubmit.' Advice?,feedback,3
@115873 wtf is this.. every time I try to use the app it gives me this crap https://t.co/sp7kMe0ogA,other,3
@VirginTrains End of my journey now... So has been a complete waste of time more than anything!,feedback,1
@214723 @TMobileHelp  https://t.co/DKZnzlxHUr,feedback,1
"Not sure why @TwitterSupport hasn't suspended @420133 yet. They've been harassing Lili for days. Report for harassment, please!",other,3
@JetBlue Thanks!! I am now a HUGE Jet Blue fan🙌🏾Every person on the crew LOVED the company. You definitely have the happiest staff on the planet. 👍🏾,feedback,1
@GWRHelp Very glad they’ve now added a couple more coaches to this train! Any info as to why the 17:40 BRI-CCH was cancelled?,feedback,1
"@545272 We’d like to understand more about this. Please DM us and tell us which country you're in, and we'll get started. https://t.co/GDrqU22YpT",other,1
"@556185 We're glad that the issue was fully resolved via in-app support. If you need assistance with anything, please let us know. Thanks!",feedback,1
"@Tesco Again, sorry about the Willy Wonka thing.",feedback,1
"@342600 Liz, that is a good question! As of now there is no ETA ,however, we are putting up temporary cell towers to help! ^ErnL",feedback,1
@116584 @DoorDash_Help,feedback,1
"@118423 Hello @118423, kindly be informed that  a reversal has been done on your line.  Please dial *123# to check your account balance. Thank you. ^Omoh",feedback,1
@129338 Our apologies for your delay. Please DM us your e-mail address and we will follow up with our Guest Support team on your behalf.,other,1
@AmazonHelp @115850 Agreed a delivery by 3-5 business days &amp; sending messages stating it will be delivered by 22nd NOV 2017 ! WTF,shipping_issue,1
@707110 We truly do not want to see you switch. Please tweet more details about your recent experience with us (no account numbers). ^TL,feedback,1
What a shock @O2 are a total shambles for the IphoneX pre order!! Been waiting since 7:45am and won't let me pay! 😡😡 #Useless,billing_issue,1
"so on the @117168 charts there's a song called ""the race"" by this kid named 22 savage and it's pretty much the exact same song by @97944
 
¯\_(ツ)_/¯",other,1
@AppleSupport My country is SAUDIA,feedback,1
@VirginTrains Our 8.05 service from W'ton won't be making it into Euston for ages &amp; no news? Might  miss our big day at Wembley. Any update?,feedback,1
@198392 It be great to see but Comcast pay per view service is out in Chicago area.,feedback,1
@116593 any ETA on getting in more coffee lake processors ?,feedback,1
@369588 Unlimited Screens wouldn't have any impact on streaming performance. Let's give these: https://t.co/wAoEicy9CF a run through.,feedback,1
"@149078 Hi Casey, We'd be happy to help. Without sharing any personal/account info please let us know what the problem is? ^KK",feedback,1
@AlaskaAir No a friendly employee knew of our wedding dilemma and alerted us that jt landed. Why don’t we have it?,other,1
Never ever use #idea4G otherwise this will happen even if you are in city area.shittiest 4G servicr in ahmedabad #ideacellular.@116331 https://t.co/VbYUp31VDM,other,1
"@115877 hi, the app doesn't let me use codes, they were supposed to be valid until October 31st",feedback,1
@117795 thought I would try your birminghams services after yesterday performance: so far it's half an hour late.. #notgood,feedback,1
@Ask_Spectrum Ok I tried each code 2x &amp; none of them worked,other,1
@AmazonHelp Hey finally I got one plus x mobile without charger inside box what I need to do,feedback,1
"@316115 Our team will keep you posted. They want to keep you close so if able, we can start boarding earlier.",other,1
"@557937 So sorry to see this. Please DM the details, tracking #, and phone# and value, if the merchandise was damaged. ^WS https://t.co/wKJHDXWGRQ",feedback,1
@665554 We want to help with your iPhone. Please DM us details on what apps are having the issues and we'll look further into this with you there. https://t.co/GDrqU22YpT,feedback,1
"@236934 Hi, Steven! Just checking in to see if I can help with any XFINITY service concerns. -GO",feedback,1
@717233 Hi! I have replied to your message. Thanks! :) ^JMR,feedback,1
"@198986 Morning Adamu, may we know if you have exhausted the BB 10 data plan? Or is it that you want to subscribe to Android data?  TT",feedback,1
#ThingsAreLookingUp #ExitRowWinner #MineAllMine #Comfy  @AmericanAir @135122 https://t.co/ni7e7H1xlH,feedback,1
@AskPlayStation my son is not able to use PlayStation plus it seems to only be active on my account,feedback,1
@485190 Thanks for getting in touch. We've got your back. Follow these steps and let us know how it goes: https://t.co/xU1AGHStV6,feedback,1
"@250065 We have sent a correspondence to your registered email account, kindly check. ^MJ",feedback,1
"@AppleSupport Wow, thank you Apple!  That’s why I️ love y’all, actually helpful 😭💞",feedback,1
"@396112 We'd like to get a bit more detail. Please send us a Direct Message, so that we can further assist you. - NJ",other,1
"@697174 Hey Fran, check out these steps for locating a package that is scanned as delivered: https://t.co/PkbhDnD3Wn ^BE",feedback,1
@AskeBay hi I'm trying to figure out why my message box have been restricted.. I no longer can send any type of messages.. please give me some information on this..,other,1
@394105 I get your concern. I'll be sure to pass your feedback internally. ^SG,feedback,1
"@AmazonHelp I've replied back to you. To put it mildly, the response was outta the world.",other,1
@116245 why can't i order a bookcase???? It's in stock but if I try to add to basket it doesn t work!,feedback,1
"@598757 Hi, What does the tracking say? ^KK",feedback,1
@641993 Hey there! The servers should have calmed down by now. Were you still having issues? Please let me know! ^MB,feedback,1
